Startup Name,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
Startup_2464,HealthTech,3,46082316.12,128644352.1,45,India,2023,10.7
Startup_2465,EdTech,10,3958213465,18227299506,13,Singapore,2020,169.84
Startup_2466,SaaS,6,4160776590,20570848246,9,Australia,2019,37.28
Startup_2467,EdTech,3,1198796498,5062080301,31,Singapore,2018,131.18
Startup_2468,EdTech,6,1721785898,8237637348,9,USA,2008,5.14
Startup_2469,Fintech,3,2547927599,8294024103,35,Germany,2016,84.93
Startup_2470,HealthTech,3,1544712446,7687480863,28,USA,2014,151.33
Startup_2471,Biotech,7,1533771919,2386628245,26,Brazil,2001,172.5
Startup_2472,HealthTech,1,3382622254,13600377954,29,Australia,2017,44.56
Startup_2473,SaaS,5,2957541276,9172976050,23,Singapore,2012,33.95
Startup_2474,E-commerce,5,1997829816,6205911544,35,Singapore,2013,113.84
Startup_2475,Biotech,8,4793879938,15325836030,49,Singapore,2023,57.22
Startup_2476,Biotech,8,1933985707,8423068741,15,France,2020,119.33
Startup_2477,EdTech,1,4165035372,9666464620,42,USA,2013,142.93
Startup_2478,HealthTech,10,3411506683,10040159278,17,USA,2004,144.36
Startup_2479,Blockchain,1,127047006,634016528.5,28,Germany,2022,173.9
Startup_2480,AI,2,663835450,1484716396,3,China,2017,103.91
Startup_2481,AI,9,3917751288,16927394352,34,Singapore,2001,93.11
Startup_2482,Fintech,7,4816717410,17805821319,18,UK,2004,115.32
Startup_2483,Fintech,2,913837802.3,2186336154,23,Brazil,2006,48.27
Startup_2484,SaaS,7,4041059763,7607336816,23,Germany,2017,144.7
Startup_2485,HealthTech,7,4238619300,11695744676,50,Germany,2016,18.41
Startup_2486,Blockchain,3,1575867509,4342825249,9,USA,2020,106
Startup_2487,Blockchain,5,1543306826,5129477303,29,China,2004,121.84
Startup_2488,EdTech,8,2918233134,8014367903,36,India,2019,102.25
Startup_2489,SaaS,3,2685358067,12859910043,39,UK,2023,100.71
Startup_2490,Blockchain,6,259243349.7,772904938.9,35,UK,2010,79.32
Startup_2491,Biotech,9,622488713.8,2022633251,37,India,2008,110.3
Startup_2492,Fintech,4,2636717306,10951546629,49,Singapore,2006,130.7
Startup_2493,E-commerce,4,739326838.5,2852522275,45,USA,2010,59.98
Startup_2494,EdTech,4,4859269102,13303085744,31,USA,2010,29.1
Startup_2495,HealthTech,9,190042950.9,423354875.1,2,India,2015,98.53
Startup_2496,E-commerce,5,639259492.5,1949590088,20,France,2009,104.35
Startup_2497,Fintech,6,3946799389,18330720287,28,France,2002,143.38
Startup_2498,Fintech,8,4853523782,21507454499,38,Singapore,2017,190.27
Startup_2499,Fintech,5,4252505953,9426473180,27,Germany,2010,13.7
Startup_2500,HealthTech,7,95352389.96,195159997.8,48,China,2001,163.59
Startup_2501,Fintech,7,4403080406,17882734291,10,Germany,2021,45.78
Startup_2502,Fintech,10,3004583528,4897536668,7,France,2019,188.33
Startup_2503,EdTech,4,815645303.3,2193151600,21,India,2000,16.45
Startup_2504,SaaS,5,2830340995,5576432661,12,UK,2013,127.5
Startup_2505,Fintech,8,113087724,187664999.1,48,Brazil,2004,168.16
Startup_2506,Biotech,5,1131844026,4577163838,2,India,2005,172.23
Startup_2507,Biotech,2,4456107270,14267322946,21,Brazil,2012,24.66
Startup_2508,Blockchain,7,3632740168,14992967730,25,Australia,2005,115.6
Startup_2509,AI,6,4112616793,19504799532,41,China,2013,71.06
Startup_2510,Blockchain,3,725111284.9,2726837598,29,France,2014,11.76
Startup_2511,EdTech,4,2462029779,12058675509,15,India,2005,137.69
Startup_2512,Blockchain,2,427417684,750628756.9,17,Brazil,2007,117.29
Startup_2513,Blockchain,2,1140215755,3156258729,14,Germany,2011,151.92
Startup_2514,Fintech,2,1334512701,4191730391,16,Australia,2014,24.22
Startup_2515,Biotech,2,4642346302,13226976305,33,Australia,2007,135.05
Startup_2516,SaaS,7,402758181.3,1745069852,47,Germany,2002,159.83
Startup_2517,Blockchain,1,2779395857,7681887953,22,Canada,2018,18.77
Startup_2518,HealthTech,7,2803330357,5343491509,3,USA,2011,40.65
Startup_2519,HealthTech,10,2111843185,3364564186,41,India,2001,53.45
Startup_2520,E-commerce,3,317493640.9,1501265159,46,China,2005,132.77
Startup_2521,HealthTech,1,4908985611,23648484768,22,India,2012,110.49
Startup_2522,EdTech,8,2739959829,5194771916,7,China,2013,56.69
Startup_2523,Biotech,3,2035818903,3863351480,12,Singapore,2023,135.58
Startup_2524,HealthTech,8,3541636081,6612261310,20,Canada,2019,139
Startup_2525,HealthTech,10,1906802764,3749764271,8,Singapore,2019,28.68
Startup_2526,Blockchain,7,725026687,3401563747,34,Australia,2006,124.98
Startup_2527,Fintech,7,3882034477,14479279226,12,Brazil,2019,188.12
Startup_2528,SaaS,1,4337659305,10944578108,2,India,2014,110.78
Startup_2529,Biotech,2,1019882144,3536368257,30,USA,2010,176.63
Startup_2530,Fintech,10,2757352361,9148272050,3,China,2007,72.05
Startup_2531,Fintech,2,2476070561,11761541149,41,Canada,2012,101.1
Startup_2532,Fintech,10,1457425936,6504364025,25,Canada,2016,21.98
Startup_2533,E-commerce,8,724763413.3,1602638757,21,Canada,2021,186.16
Startup_2534,Biotech,3,1911402416,6223651696,40,Germany,2015,6.15
Startup_2535,EdTech,6,2492726931,10618586665,43,India,2012,99.04
Startup_2536,AI,1,1111040336,2242023780,42,Brazil,2020,73
Startup_2537,E-commerce,2,4506739314,14327286453,26,China,2017,21.6
Startup_2538,AI,3,808095153.5,1631134904,37,Brazil,2002,185
Startup_2539,SaaS,9,3062053684,5234402508,27,India,2007,19.02
Startup_2540,Fintech,6,4600733150,15402135694,5,Canada,2002,138.8
Startup_2541,HealthTech,4,1435157908,6919416275,48,India,2004,194.43
Startup_2542,Blockchain,5,2201283132,3622366688,40,Australia,2016,110.81
Startup_2543,SaaS,1,395857415,1649142142,6,Australia,2012,120.06
Startup_2544,HealthTech,6,827764137,3284741240,24,France,2014,166.72
Startup_2545,SaaS,10,3277290393,9667050870,22,Australia,2009,32.81
Startup_2546,Blockchain,9,3374411371,15231322450,48,Canada,2010,10.51
Startup_2547,AI,2,1549664095,3388819844,37,China,2003,44.84
Startup_2548,SaaS,9,3509235628,15298374028,29,Germany,2018,22.85
Startup_2549,AI,7,4435003285,16415424816,14,Australia,2019,80.93
Startup_2550,HealthTech,6,617230972.7,2387413495,4,France,2013,161.09
Startup_2551,AI,1,1691318205,8062384472,11,France,2009,39.3
Startup_2552,Blockchain,8,3334293134,12558077893,27,Singapore,2023,39.98
Startup_2553,Blockchain,6,4975482938,23938023364,32,USA,2003,184.61
Startup_2554,HealthTech,9,4508280941,12213679222,11,Singapore,2019,181.11
Startup_2555,SaaS,1,4217353498,18871934935,1,China,2008,76.43
Startup_2556,EdTech,7,147497648,701690206.9,26,Brazil,2005,70.43
Startup_2557,HealthTech,7,469418577,1383141332,1,India,2013,5.9
Startup_2558,AI,2,3442093400,10877263786,50,Australia,2008,50.79
Startup_2559,EdTech,6,4573740608,14343237722,50,UK,2004,100.21
Startup_2560,HealthTech,9,3258617462,9711473016,47,Singapore,2006,23.6
Startup_2561,EdTech,2,3753590006,8490867545,38,Australia,2002,48.69
Startup_2562,Fintech,10,792030140.5,2018213958,35,UK,2000,135.83
Startup_2563,Blockchain,5,665095742.7,3156703566,19,China,2002,143.08
Startup_2564,HealthTech,1,3436178950,13279717130,8,Singapore,2009,181.27
Startup_2565,EdTech,6,3063000858,8372608834,43,France,2006,74.21
Startup_2566,E-commerce,9,2929426662,6728395212,26,UK,2017,32.53
Startup_2567,Biotech,5,14111905.39,62237449.01,24,USA,2017,189.32
Startup_2568,Fintech,9,1379575636,3205656267,8,Australia,2006,23.6
Startup_2569,Blockchain,1,1819428971,6852853923,33,Singapore,2002,20.71
Startup_2570,E-commerce,9,2468754128,12227382729,42,China,2014,130.46
Startup_2571,Biotech,2,3413220851,10341932619,10,China,2021,189.31
Startup_2572,E-commerce,8,2208928819,8559129012,26,Australia,2019,10.21
Startup_2573,Fintech,10,2567249120,4455259331,8,UK,2003,183.94
Startup_2574,E-commerce,10,448862350,1374003465,14,Brazil,2009,82.59
Startup_2575,SaaS,3,156641158.5,338175736.8,36,China,2007,196.48
Startup_2576,Blockchain,9,217319605.7,624364883.1,16,China,2021,73.06
Startup_2577,Fintech,6,3985247123,17234974623,2,China,2003,58.92
Startup_2578,HealthTech,5,3515342664,17295800300,48,France,2012,182.71
Startup_2579,AI,6,2936139864,8808495199,26,India,2021,69.13
Startup_2580,Fintech,7,1070765151,4379259252,11,UK,2019,182.28
Startup_2581,HealthTech,2,4260840904,16650479598,24,India,2013,198.1
Startup_2582,SaaS,7,2644204032,7675033212,32,UK,2004,45.2
Startup_2583,AI,8,4712064910,9648661794,8,Germany,2017,197.69
Startup_2584,AI,1,147452134.5,550344183.5,34,Germany,2016,158.98
Startup_2585,AI,4,364716030.6,1150578336,36,Australia,2005,146.55
Startup_2586,EdTech,6,2455992700,8446427144,42,China,2004,136.29
Startup_2587,AI,10,4304227169,16111190441,46,Germany,2003,48.85
Startup_2588,SaaS,2,2245253905,6861683941,31,India,2005,130.8
Startup_2589,EdTech,5,3338691856,13176455458,11,France,2003,83.26
Startup_2590,Blockchain,7,3737527037,9619806086,22,France,2006,102.66
Startup_2591,SaaS,10,825259333.6,3113224774,6,Canada,2002,21.97
Startup_2592,AI,9,3591416086,8811983420,29,India,2002,28.37
Startup_2593,EdTech,7,2604330326,8219036021,50,Brazil,2015,104.09
Startup_2594,Blockchain,5,2685655423,11654215357,34,Germany,2022,110.9
Startup_2595,HealthTech,7,270643164.1,921281461.7,2,UK,2017,195.67
Startup_2596,AI,2,834118422.2,4145312381,16,USA,2002,33.21
Startup_2597,SaaS,3,717048059.3,3518721707,9,Germany,2011,171.14
Startup_2598,Fintech,1,2758657605,5713479636,13,Australia,2007,192.62
Startup_2599,EdTech,6,2809521072,8661369289,49,Australia,2023,160.36
Startup_2600,SaaS,8,2416922670,6959269042,31,Singapore,2013,113.06
Startup_2601,EdTech,8,3456430001,9735924640,13,UK,2016,95.24
Startup_2602,EdTech,10,4215956195,13157040846,2,Singapore,2019,189.56
Startup_2603,Biotech,5,4278281496,7552400505,44,USA,2000,50.52
Startup_2604,HealthTech,10,431140898.5,681996244.6,47,Brazil,2016,128.77
Startup_2605,HealthTech,9,1005589702,1886571648,11,Brazil,2023,166.3
Startup_2606,HealthTech,10,2501411184,6513945800,21,Brazil,2007,146.62
Startup_2607,AI,9,1270846820,5181796356,30,Germany,2001,91.74
Startup_2608,HealthTech,7,6118474.59,11964766.62,15,France,2021,96.95
Startup_2609,Blockchain,4,1986905712,3941621418,47,UK,2011,142.84
Startup_2610,Biotech,1,3558095764,15900235975,18,Germany,2003,43.05
Startup_2611,AI,4,794767887.1,2150161253,27,Germany,2008,12.95
Startup_2612,Blockchain,8,2178713640,6785959724,45,India,2014,123.27
Startup_2613,Blockchain,8,378101616.3,893054406.7,37,Australia,2009,130.56
Startup_2614,HealthTech,9,865671962.7,3885910812,17,Canada,2011,144.66
Startup_2615,SaaS,1,2690942176,4271095666,5,France,2015,97.02
Startup_2616,E-commerce,6,3448198735,7670553549,2,India,2002,21.2
Startup_2617,Biotech,6,1216767793,5153759452,33,Singapore,2015,37.32
Startup_2618,Biotech,2,3175644747,9305624811,28,Singapore,2020,149.94
Startup_2619,EdTech,7,4699513497,15992202774,30,UK,2020,27.95
Startup_2620,Biotech,9,4099505770,7386328512,35,UK,2023,143.35
Startup_2621,AI,8,613001116.3,2393901290,21,Germany,2006,101.27
Startup_2622,E-commerce,8,2561681879,10245526838,3,China,2010,186.2
Startup_2623,Biotech,8,3229929273,11731028647,50,Australia,2014,50.94
Startup_2624,E-commerce,4,2065869213,9718889679,38,UK,2018,165.24
Startup_2625,Fintech,2,924313219.8,1663324154,38,China,2010,198.49
Startup_2626,EdTech,5,1429278703,3403372638,7,Singapore,2018,49.96
Startup_2627,HealthTech,6,3255167841,9454291143,20,Germany,2016,17.61
Startup_2628,EdTech,7,356905367.8,1556733539,18,France,2010,27.82
Startup_2629,HealthTech,6,136226434,632221984.7,18,India,2018,39.93
Startup_2630,EdTech,1,4375908974,12915548709,13,Singapore,2016,77.19
Startup_2631,Blockchain,1,824803757.9,3384618080,4,Singapore,2013,150.4
Startup_2632,Blockchain,1,3544248602,16018503190,18,France,2018,184.83
Startup_2633,Blockchain,8,3114251837,14703520196,21,Brazil,2001,146.53
Startup_2634,Fintech,9,3504551387,15784034007,17,Germany,2018,102.62
Startup_2635,Blockchain,8,3267733902,5821189175,34,China,2021,108.77
Startup_2636,SaaS,4,4699069890,16703488559,40,India,2018,55.59
Startup_2637,Fintech,2,957337375.8,3604631084,4,USA,2004,128.24
Startup_2638,Fintech,6,78909039.03,148571763.1,35,Singapore,2016,113.49
Startup_2639,Fintech,5,2165657411,5349750292,17,Germany,2011,56.47
Startup_2640,AI,6,4048647598,16949550255,45,Singapore,2018,157.9
Startup_2641,Blockchain,10,77914554.33,153670782.3,50,UK,2005,194.15
Startup_2642,Blockchain,1,4308533151,16512695367,49,China,2013,50.18
Startup_2643,SaaS,10,4355238916,11748696740,16,France,2008,32.2
Startup_2644,EdTech,4,2851978676,12471807689,37,UK,2000,43.71
Startup_2645,E-commerce,4,3587718688,5511853007,19,Australia,2007,93.32
Startup_2646,Biotech,4,1210610680,2005817766,26,Australia,2012,85.46
Startup_2647,Biotech,5,526941130.3,844548593.1,39,China,2013,131.09
Startup_2648,E-commerce,6,2936679734,5296374529,5,Brazil,2001,129.44
Startup_2649,Biotech,4,2025779316,6592028720,42,Brazil,2020,50.24
Startup_2650,SaaS,1,3832614020,16106627066,24,Brazil,2016,78.7
Startup_2651,E-commerce,7,4493334863,20523195722,48,Germany,2021,95.26
Startup_2652,HealthTech,2,1182104314,2290350562,19,Germany,2007,30.48
Startup_2653,EdTech,9,3313080506,8777077587,40,Singapore,2023,181.79
Startup_2654,Biotech,7,2038923733,5108030294,23,China,2016,174.39
Startup_2655,E-commerce,5,4431337776,11888552375,6,Australia,2012,196.08
Startup_2656,SaaS,2,2714033335,9735412722,35,Canada,2008,25.1
Startup_2657,AI,8,2490561750,7521078525,48,Brazil,2015,63.9
Startup_2658,Blockchain,5,776748700.2,2292212286,21,USA,2015,152.92
Startup_2659,HealthTech,9,1615326455,4540302860,34,Australia,2019,183.34
Startup_2660,SaaS,1,3585126545,10945043993,9,Brazil,2023,101.63
Startup_2661,Blockchain,7,4851551993,14071679554,42,Australia,2014,69.86
Startup_2662,EdTech,8,3814810046,17567694598,3,Australia,2007,172.47
Startup_2663,SaaS,5,4513799168,7954901051,27,USA,2003,137.44
Startup_2664,Fintech,2,4897726903,15233558169,49,Singapore,2006,131.48
Startup_2665,Biotech,1,237864472.4,1076623456,30,France,2000,169.03
Startup_2666,EdTech,9,2167353310,8340251500,10,India,2010,47.97
Startup_2667,Blockchain,6,4400949926,21340427257,45,China,2022,52.55
Startup_2668,Blockchain,6,4327718656,10460231513,42,Germany,2007,185.41
Startup_2669,E-commerce,4,876563421.8,3694277487,27,Singapore,2020,88.56
Startup_2670,HealthTech,9,2824766278,11005619129,49,UK,2013,10.35
Startup_2671,EdTech,2,4480050896,20310927331,29,Singapore,2020,22.24
Startup_2672,EdTech,8,1050073662,3740813295,24,Brazil,2022,183.19
Startup_2673,EdTech,1,2429230754,6371034875,10,Australia,2015,141.05
Startup_2674,Biotech,8,603427738,2674345524,1,UK,2014,108.99
Startup_2675,Fintech,2,2956599721,12435619378,42,USA,2020,97.66
Startup_2676,EdTech,4,2570179772,9374909964,29,India,2005,85.47
Startup_2677,HealthTech,10,3503453574,6032481308,25,UK,2021,90.78
Startup_2678,HealthTech,5,4094569124,13140070140,32,India,2022,87.19
Startup_2679,E-commerce,2,2191814398,7512436444,40,Canada,2004,17.11
Startup_2680,Blockchain,3,4603680242,15455677993,5,Australia,2014,88.03
Startup_2681,HealthTech,10,564772365.3,2130026379,35,Canada,2001,128.75
Startup_2682,Biotech,7,156348650.8,370965113.1,39,Australia,2016,104.8
Startup_2683,E-commerce,1,898012736.5,2045745415,19,Brazil,2014,132
Startup_2684,AI,1,216293522.3,770142016.7,31,Canada,2002,106.19
Startup_2685,AI,2,4097148580,11865202882,30,UK,2012,124.22
Startup_2686,Fintech,2,1371132010,6115591122,21,Australia,2012,60.64
Startup_2687,EdTech,10,3287039031,13388898862,7,Brazil,2013,77.05
Startup_2688,E-commerce,10,422411014.8,1284724450,15,USA,2009,11.64
Startup_2689,E-commerce,9,3235752089,8680452708,36,Singapore,2005,128.01
Startup_2690,AI,9,239006518.7,384536788.5,50,UK,2023,150.15
Startup_2691,AI,2,1949243115,6502779858,37,Brazil,2013,56.45
Startup_2692,SaaS,10,1082713531,3056291124,12,UK,2013,38.13
Startup_2693,SaaS,4,4614574831,7265477151,4,Brazil,2023,146.69
Startup_2694,HealthTech,3,2956746413,12162726867,33,Germany,2010,5.43
Startup_2695,HealthTech,1,2502708714,4333159814,22,Canada,2009,23.36
Startup_2696,E-commerce,3,4709247326,17086004568,6,Singapore,2010,92.77
Startup_2697,Fintech,4,4084474570,7700359764,50,China,2015,53.94
Startup_2698,Fintech,8,3478166733,15761662896,27,Singapore,2007,87.24
Startup_2699,SaaS,3,3758881580,15934219934,1,UK,2022,59.14
Startup_2700,HealthTech,4,3518828277,5647415018,2,France,2000,120.67
Startup_2701,HealthTech,3,23488030.68,95254761.07,42,USA,2012,20.07
Startup_2702,Blockchain,2,2401735473,11768068461,15,Canada,2010,23.25
Startup_2703,AI,2,643498455.3,1785493471,2,India,2007,198.72
Startup_2704,Blockchain,4,275914615.6,793359852.2,32,USA,2009,176.07
Startup_2705,Biotech,10,654484916.5,1141797296,7,Canada,2002,38.21
Startup_2706,EdTech,4,2659775355,12546710318,41,UK,2002,28.12
Startup_2707,Biotech,9,2323009021,5348451776,8,Singapore,2013,91.45
Startup_2708,Blockchain,10,626799810.2,2009169415,30,Brazil,2005,151.23
Startup_2709,EdTech,8,3501521171,15529740025,18,Australia,2006,91.51
Startup_2710,SaaS,3,478600358.7,2000084681,50,India,2002,22.91
Startup_2711,Blockchain,4,578715363.6,1001604050,22,France,2018,86.86
Startup_2712,HealthTech,3,2769059910,4297929245,12,Canada,2006,62.58
Startup_2713,SaaS,2,1620999425,2827085665,41,India,2013,82.76
Startup_2714,Blockchain,2,319378955.7,1459884010,40,China,2022,171.06
Startup_2715,AI,2,1695729928,6910848651,14,France,2001,160.79
Startup_2716,Fintech,7,1311783718,6172028658,41,USA,2015,75.95
Startup_2717,Blockchain,9,1481913435,6919388480,4,France,2021,65.57
Startup_2718,Blockchain,1,1275426281,3023151378,18,France,2008,32.54
Startup_2719,Blockchain,5,860615822.8,1941754889,2,France,2003,163.97
Startup_2720,AI,1,456106057.8,737107086.4,41,Germany,2007,49.26
Startup_2721,EdTech,4,1532863104,2971811651,12,Singapore,2012,19.71
Startup_2722,HealthTech,10,2801796473,13657715801,13,Brazil,2016,128.6
Startup_2723,Blockchain,10,3391170297,11168062892,23,USA,2017,173.68
Startup_2724,AI,8,3275439752,13748919234,31,India,2008,120.61
Startup_2725,EdTech,2,2960041008,9312217306,20,Australia,2003,196.65
Startup_2726,E-commerce,2,4559096632,12877017058,12,Canada,2016,135.84
Startup_2727,E-commerce,6,4525290069,12809761716,3,India,2021,17.63
Startup_2728,SaaS,10,2583963143,6430207102,38,Singapore,2003,111.38
Startup_2729,AI,10,3959916710,11843278099,15,Canada,2022,103.99
Startup_2730,Blockchain,8,3086948031,6322887948,11,UK,2021,99.78
Startup_2731,EdTech,9,3247853685,10708824152,49,Australia,2022,116.06
Startup_2732,HealthTech,2,3020382508,14719531763,11,Canada,2018,161.02
Startup_2733,Biotech,1,1756047498,8099017433,29,Canada,2007,21.75
Startup_2734,Blockchain,2,3591630803,8823974655,11,India,2007,25.11
Startup_2735,SaaS,10,3852081114,13304005613,8,Canada,2003,133.6
Startup_2736,AI,8,3574914491,14854242865,15,China,2016,161.63
Startup_2737,E-commerce,4,1616644550,7200546183,30,France,2005,197.05
Startup_2738,SaaS,1,216005596,681328378.4,33,Singapore,2020,18.71
Startup_2739,Blockchain,4,1319539107,4395300412,22,Canada,2009,58.12
Startup_2740,HealthTech,8,3650251684,9738036976,25,USA,2013,20.24
Startup_2741,Biotech,8,2496351245,10574816873,32,India,2005,187.68
Startup_2742,Biotech,7,2115102972,6155651110,10,China,2013,9.5
Startup_2743,E-commerce,6,3990323010,15716017826,21,Australia,2005,50.26
Startup_2744,Biotech,9,2457313691,11514497593,37,India,2013,8.17
Startup_2745,SaaS,7,889941011.6,4328766663,34,Brazil,2002,127.96
Startup_2746,EdTech,4,3675080755,14446372000,7,USA,2020,22.27
Startup_2747,SaaS,4,2057383109,4581112172,16,USA,2002,105.37
Startup_2748,HealthTech,4,1141657438,4086067676,5,India,2017,50.02
Startup_2749,SaaS,4,2948702671,5799476526,42,Germany,2018,68.46
Startup_2750,Fintech,6,3677654687,17207131536,9,India,2001,18.42
Startup_2751,AI,10,816803436.8,1790038906,8,Brazil,2002,69.86
Startup_2752,EdTech,3,4512516288,19946360963,34,China,2011,120.79
Startup_2753,HealthTech,10,4700236511,7218720657,2,India,2014,109.4
Startup_2754,Biotech,5,4712137040,16011736789,48,China,2009,161.93
Startup_2755,HealthTech,4,863844396.5,4251150520,5,Germany,2021,152.83
Startup_2756,EdTech,7,4638337077,17484757429,25,UK,2016,127.35
Startup_2757,Biotech,3,2055016910,6213537351,4,Canada,2018,160.34
Startup_2758,Biotech,7,4421795322,15718256743,17,China,2000,43.5
Startup_2759,EdTech,2,829680275.2,3214768509,8,UK,2008,54.99
Startup_2760,Biotech,7,2873078429,7475203371,38,Singapore,2015,40.71
Startup_2761,E-commerce,5,361653907.2,1463800503,17,China,2010,122.76
Startup_2762,EdTech,7,1778953067,2697370976,33,France,2021,112.86
Startup_2763,AI,1,3115260485,8996033446,18,India,2016,132.87
Startup_2764,Fintech,4,2468393435,6773136435,19,France,2002,37.95
Startup_2765,Biotech,8,1182337323,5728707383,34,USA,2011,102.18
Startup_2766,SaaS,8,2600460031,10170413974,20,Australia,2009,173.25
Startup_2767,AI,4,3402575660,8638419346,10,Canada,2020,191.52
Startup_2768,EdTech,6,1580953552,7823209140,23,Brazil,2011,141.96
Startup_2769,AI,6,1210802849,5403479314,32,Australia,2016,64.92
Startup_2770,HealthTech,3,2899534770,9721708046,14,France,2016,25.6
Startup_2771,Blockchain,10,1346586206,5510928180,41,USA,2000,131.74
Startup_2772,AI,5,3779691635,17201939832,8,Singapore,2010,152.86
Startup_2773,AI,9,796847851.6,1894601256,33,UK,2002,5.75
Startup_2774,EdTech,6,1480831687,6831441630,12,Singapore,2001,19.38
Startup_2775,Biotech,3,4937584407,21001693611,34,Singapore,2001,16.34
Startup_2776,SaaS,9,902136801,1850529334,24,Singapore,2012,88.88
Startup_2777,Fintech,10,1124108672,2160397152,14,India,2022,25.94
Startup_2778,SaaS,10,3423744145,15880568434,46,Singapore,2020,169.24
Startup_2779,E-commerce,4,4966477733,12594082857,16,Germany,2000,80.07
Startup_2780,AI,8,3301701396,15165291260,16,Brazil,2010,18.63
Startup_2781,Biotech,4,3033693153,10721986005,50,Germany,2008,147
Startup_2782,Biotech,2,4776655234,22067882575,12,China,2021,14.49
Startup_2783,AI,3,168349947.1,689118313.6,50,Singapore,2007,142.44
Startup_2784,SaaS,7,2266990051,9585378297,3,India,2015,81.1
Startup_2785,Blockchain,4,950406374.7,1543415135,42,China,2010,13.81
Startup_2786,Fintech,9,4989350083,19759997234,15,Singapore,2000,167.46
Startup_2787,EdTech,6,3085542752,12800876577,42,Germany,2002,121.7
Startup_2788,Blockchain,5,311134583,551217260.1,42,Brazil,2007,149.68
Startup_2789,EdTech,3,3163291032,6032242939,19,Singapore,2013,188.32
Startup_2790,SaaS,7,1712740281,8184844784,18,Brazil,2014,194.69
Startup_2791,Blockchain,1,4508405611,11392508567,13,Singapore,2016,44.33
Startup_2792,SaaS,6,402285490.4,825514605.6,5,USA,2016,162.35
Startup_2793,E-commerce,6,3232653859,16160605546,6,India,2005,187.37
Startup_2794,SaaS,8,720206399.7,3291998631,48,Singapore,2020,32.57
Startup_2795,AI,8,3110220209,8138877150,28,Canada,2003,173.25
Startup_2796,AI,10,3045765227,14887342555,2,USA,2007,37.02
Startup_2797,Biotech,1,1008398847,3914420634,6,Australia,2005,62.99
Startup_2798,AI,8,4430731877,8405915510,22,France,2021,104.08
Startup_2799,AI,7,4192197813,13997717969,50,Singapore,2004,179.89
Startup_2800,Biotech,9,1971058138,3909051308,11,Australia,2015,46.97
Startup_2801,E-commerce,9,2195726960,8768307486,14,France,2012,73.31
Startup_2802,SaaS,9,390769014.5,666478930.4,26,China,2013,90.79
Startup_2803,AI,7,2695070596,10719632306,49,China,2018,105.39
Startup_2804,Biotech,7,2911943145,6945017371,34,France,2010,125.57
Startup_2805,HealthTech,7,2305985065,8584224087,41,Germany,2003,192.45
Startup_2806,AI,2,2636378256,8786211591,3,Singapore,2012,101.58
Startup_2807,E-commerce,9,1963108303,9560778245,20,UK,2012,154.41
Startup_2808,HealthTech,1,1848731926,6450724996,41,India,2002,172.1
Startup_2809,E-commerce,10,734203773.6,1617064460,20,India,2021,35.12
Startup_2810,HealthTech,2,1244305340,5382462197,21,China,2007,133.1
Startup_2811,Biotech,4,546725134.2,2592334340,1,Australia,2021,182.96
Startup_2812,Blockchain,1,2450145560,10830344164,24,Canada,2013,130.09
Startup_2813,HealthTech,1,2030384068,5308223918,16,Australia,2007,6.16
Startup_2814,Blockchain,1,74334021.53,270193029.7,37,Germany,2018,35.41
Startup_2815,Biotech,3,1110099132,3131135172,44,France,2021,143.98
Startup_2816,Fintech,1,1145548545,3479847121,27,USA,2005,28.78
Startup_2817,SaaS,3,1148128621,3247193751,12,Germany,2006,182.09
Startup_2818,HealthTech,10,1460685603,7074711634,19,China,2004,167.12
Startup_2819,AI,10,488308382,1335250403,49,Brazil,2022,168.2
Startup_2820,SaaS,1,3346349335,14194718220,42,Germany,2021,44.52
Startup_2821,HealthTech,5,95220819.65,322999709.1,49,China,2009,80.58
Startup_2822,Fintech,8,1138983795,1825477251,21,Germany,2004,132.67
Startup_2823,Blockchain,8,2945271188,12670799036,2,Canada,2009,16.73
Startup_2824,SaaS,5,1259732037,3353054494,43,Singapore,2015,166.33
Startup_2825,AI,8,1222141462,5582923121,6,USA,2023,125.1
Startup_2826,Fintech,3,3229497913,10766814231,5,China,2014,182.57
Startup_2827,Biotech,8,4233621900,10116233756,19,Germany,2010,88.09
Startup_2828,Biotech,10,2461134611,8407626537,2,Canada,2002,141.93
Startup_2829,Biotech,7,2699067022,8511086356,18,China,2017,179.06
Startup_2830,Fintech,7,331601860.1,1041711708,1,Australia,2008,5.56
Startup_2831,Biotech,2,205752180.8,1012341039,16,Singapore,2012,147.81
Startup_2832,AI,5,1784361814,4317806181,38,UK,2020,51.79
Startup_2833,Blockchain,9,3098047176,10400890482,36,UK,2017,108.11
Startup_2834,EdTech,8,999672720.3,2410365794,34,India,2001,78.93
Startup_2835,HealthTech,1,1775847654,6850854315,2,Australia,2022,68.63
Startup_2836,AI,6,4078051926,10548477677,14,Canada,2019,99.28
Startup_2837,HealthTech,10,184682387.7,434522146.6,9,Canada,2011,108.97
Startup_2838,Fintech,1,4574282539,21657988513,25,Australia,2008,23.27
Startup_2839,HealthTech,7,451149570.7,2076273523,43,Germany,2008,117.72
Startup_2840,Biotech,5,3572318492,13341828555,3,Brazil,2023,189.23
Startup_2841,Blockchain,7,2323143932,3645166017,23,Australia,2022,130.72
